id,createdAt,updatedAt,deletedAt,date,name,address,point,status,priceInCents,verified,logoPath,link,linkDisplay,polygon,groupID,pricePerN,approved,lat,lng,google_maps_url,price_in_dollars,local_time,updatedAt_local_time,createdAt_local_time
1e347d05-1158-476d-9e23-9683066172e9,2022-01-13T08:34:54.684Z,2022-01-13T08:34:54.684Z,,2022-01-13T08:34:54.382Z,Your Discount Chemist Laurieton,"1/85 Bold St, Laurieton NSW 2443, Australia","{'type': 'Point', 'coordinates': [152.797061, -31.648582]}",LOW_STOCK,,False,,,,,,,True,-31.648582,152.797061,"https://maps.google.com/maps?q=1/85 Bold St, Laurieton NSW 2443, Australia",,2022-01-13 19:34:54.382000+11:00,2022-01-13 19:34:54.684000+11:00,2022-01-13 19:34:54.684000+11:00
b8fc44b3-7833-4d6b-9d9d-95e53dd71ccf,2022-01-13T08:34:39.565Z,2022-01-13T08:34:39.565Z,,2022-01-13T08:34:39.264Z,Your Discount Chemist Lakewood,"Lakewood Shopping Centre, 1 Sirius Dr &, Ocean Dr, Lakewood NSW 2443, Australia","{'type': 'Point', 'coordinates': [152.7550546, -31.6355528]}",LOW_STOCK,,False,,,,,,,True,-31.6355528,152.7550546,"https://maps.google.com/maps?q=Lakewood Shopping Centre, 1 Sirius Dr &, Ocean Dr, Lakewood NSW 2443, Australia",,2022-01-13 19:34:39.264000+11:00,2022-01-13 19:34:39.565000+11:00,2022-01-13 19:34:39.565000+11:00
9e09c3e9-2dcb-41d7-87df-877784b5b0b5,2022-01-13T08:34:28.684Z,2022-01-13T08:34:28.684Z,,2022-01-13T08:34:28.382Z,Your Discount Chemist Sovereign Hills,"11/15 Chancellors Dr, Thrumster NSW 2444, Australia","{'type': 'Point', 'coordinates': [152.8284554, -31.4580369]}",LOW_STOCK,,False,,,,,,,True,-31.4580369,152.8284554,"https://maps.google.com/maps?q=11/15 Chancellors Dr, Thrumster NSW 2444, Australia",,2022-01-13 19:34:28.382000+11:00,2022-01-13 19:34:28.684000+11:00,2022-01-13 19:34:28.684000+11:00
b3d85511-dc2b-43f4-9e54-b45e98e69505,2022-01-13T08:34:14.234Z,2022-01-13T08:34:14.234Z,,2022-01-13T08:34:13.934Z,Your Discount Chemist Lighthouse,"Lighthouse Plaza, Shop 8/100 Ocean Dr, Lighthouse NSW 2444, Australia","{'type': 'Point', 'coordinates': [152.914393, -31.477383]}",LOW_STOCK,,False,,,,,,,True,-31.477383,152.914393,"https://maps.google.com/maps?q=Lighthouse Plaza, Shop 8/100 Ocean Dr, Lighthouse NSW 2444, Australia",,2022-01-13 19:34:13.934000+11:00,2022-01-13 19:34:14.234000+11:00,2022-01-13 19:34:14.234000+11:00
35c4f875-8c2d-424b-a2fb-5694960ef59a,2022-01-13T08:34:03.694Z,2022-01-13T08:34:03.694Z,,2022-01-13T08:34:03.391Z,Your Discount Chemist Lake Cathie,"5/1613 Ocean Dr, Lake Cathie NSW 2445, Australia","{'type': 'Point', 'coordinates': [152.8544046, -31.5524188]}",LOW_STOCK,,False,,,,,,,True,-31.5524188,152.8544046,"https://maps.google.com/maps?q=5/1613 Ocean Dr, Lake Cathie NSW 2445, Australia",,2022-01-13 19:34:03.391000+11:00,2022-01-13 19:34:03.694000+11:00,2022-01-13 19:34:03.694000+11:00
5b048353-fed9-4dcc-9f98-9ea529f70395,2022-01-13T08:33:50.082Z,2022-01-13T08:33:50.082Z,,2022-01-13T08:33:49.773Z,Your Discount Chemist Port Macquarie,"119 Horton St, Port Macquarie NSW 2444, Australia","{'type': 'Point', 'coordinates': [152.9079698, -31.4321927]}",LOW_STOCK,,False,,,,,,,True,-31.4321927,152.9079698,"https://maps.google.com/maps?q=119 Horton St, Port Macquarie NSW 2444, Australia",,2022-01-13 19:33:49.773000+11:00,2022-01-13 19:33:50.082000+11:00,2022-01-13 19:33:50.082000+11:00
beade86e-43a4-4544-a11b-af8130b56299,2022-01-13T07:26:06.282Z,2022-01-13T07:26:06.282Z,,2022-01-13T07:26:05.977Z,Coles Leichhardt,"51 - 57 Norton St, Leichhardt NSW 2040, Australia","{'type': 'Point', 'coordinates': [151.1582131, -33.8863752]}",LOW_STOCK,3000.0,False,,,,,,2.0,True,-33.8863752,151.1582131,"https://maps.google.com/maps?q=51 - 57 Norton St, Leichhardt NSW 2040, Australia",30.0,2022-01-13 18:26:05.977000+11:00,2022-01-13 18:26:06.282000+11:00,2022-01-13 18:26:06.282000+11:00
6b68df69-e44d-481d-a808-f99597b6cd39,2022-01-13T05:16:16.178Z,2022-01-13T05:16:16.178Z,,2022-01-13T05:16:15.875Z,Bolton Point Park,"68 Middle Point Rd, Bolton Point NSW 2283, Australia","{'type': 'Point', 'coordinates': [151.6078796, -33.0018005]}",LOW_STOCK,,False,,,,,,,True,-33.0018005,151.6078796,"https://maps.google.com/maps?q=68 Middle Point Rd, Bolton Point NSW 2283, Australia",,2022-01-13 16:16:15.875000+11:00,2022-01-13 16:16:16.178000+11:00,2022-01-13 16:16:16.178000+11:00
8bceafe1-63d3-4234-8ae1-b190a5dd4b95,2022-01-13T04:29:22.848Z,2022-01-13T04:29:22.848Z,,2022-01-13T04:29:22.548Z,Randwick Community Pharmacy,"66 Belmore Rd, Randwick NSW 2031, Australia","{'type': 'Point', 'coordinates': [151.2398639, -33.9146684]}",LOW_STOCK,1500.0,False,,,,,,1.0,True,-33.9146684,151.2398639,"https://maps.google.com/maps?q=66 Belmore Rd, Randwick NSW 2031, Australia",15.0,2022-01-13 15:29:22.548000+11:00,2022-01-13 15:29:22.848000+11:00,2022-01-13 15:29:22.848000+11:00
de9d530f-45e7-4aee-8fba-3f0f3b77fa88,2022-01-13T03:32:07.231Z,2022-01-13T03:32:07.231Z,,2022-01-13T03:32:06.924Z,Ingleburn Medical & Dental Centre,"2 Nardoo St, Ingleburn NSW 2565, Australia","{'type': 'Point', 'coordinates': [150.8652426, -33.9989474]}",LOW_STOCK,1800.0,False,,,,,,1.0,True,-33.9989474,150.8652426,"https://maps.google.com/maps?q=2 Nardoo St, Ingleburn NSW 2565, Australia",18.0,2022-01-13 14:32:06.924000+11:00,2022-01-13 14:32:07.231000+11:00,2022-01-13 14:32:07.231000+11:00
aa92009c-278e-45d2-81c6-6ee68a57ad2b,2022-01-13T02:30:19.047Z,2022-01-13T02:30:19.047Z,,2022-01-13T02:30:18.744Z,Sydney Fresh Grocers,"1375 Canterbury Rd, Punchbowl NSW 2196, Australia","{'type': 'Point', 'coordinates': [151.0537311, -33.9317583]}",LOW_STOCK,5000.0,False,,,,,,2.0,True,-33.9317583,151.0537311,"https://maps.google.com/maps?q=1375 Canterbury Rd, Punchbowl NSW 2196, Australia",50.0,2022-01-13 13:30:18.744000+11:00,2022-01-13 13:30:19.047000+11:00,2022-01-13 13:30:19.047000+11:00
710c0690-15b0-4468-b7b2-26cebf1f20b9,2022-01-13T01:08:27.965Z,2022-01-13T01:08:27.965Z,,2022-01-13T01:08:27.660Z,Shell Urbanista condell park ,"228 Edgar St, Condell Park NSW 2200, Australia","{'type': 'Point', 'coordinates': [151.0125535, -33.9224297]}",LOW_STOCK,3499.0,False,,,,,,2.0,True,-33.9224297,151.0125535,"https://maps.google.com/maps?q=228 Edgar St, Condell Park NSW 2200, Australia",34.99,2022-01-13 12:08:27.660000+11:00,2022-01-13 12:08:27.965000+11:00,2022-01-13 12:08:27.965000+11:00
